age_group,gender,region,edu_level,employment,personal_income_usd,online_buy_freq,monthly_spend_usd,fav_product_types,brand_loyalty,sub_box_past,seek_features,purchase_pain,social_influence,app_usage,data_share_ok,push_notif_ok,sub_likelihood,budget_per_box,pay_freq_pref,refer_friend,value_personalized
3,Female,Asia-Pacific,Master,Student,31088,5,79.95,"Skincare, Haircare",1,Yes,"Fragrance-free, Premium/luxury, Vegan","Too many options, High prices, Hard to match shades",4,3,No,Yes,3,29.3,Pay-per-box,5,3
4,Female,Europe,High school,Unemployed / Other,18779,4,60.63,"Haircare, Fragrance",5,No,"Cruelty-free, Dermatologist-tested, Vegan, Sustainable packaging","Delivery issues, Hard to match shades",4,2,Yes,Yes,3,29.17,Quarterly,4,2
3,Male,Europe,Bachelor,Full-time,19209,4,47.24,Tools/Accessories,4,Yes,"Sustainable packaging, Vegan, Premium/luxury, Dermatologist-tested","High prices, Hard to match shades, Allergies",4,3,Yes,Yes,2,21.64,Monthly,4,4
5,Female,Asia-Pacific,Bachelor,Student,24056,2,33.96,Tools/Accessories,4,No,"Sustainable packaging, Fragrance-free, Premium/luxury","Delivery issues, Hard to match shades, Unsure of quality",4,3,Yes,Yes,4,17.01,Monthly,5,3
5,Female,North America,Bachelor,Student,26110,2,95.32,"Skincare, Make-up, Fragrance",3,No,"Fragrance-free, Vegan, Premium/luxury",High prices,2,2,No,Yes,2,62.41,Monthly,5,4
3,Female,Asia-Pacific,Bachelor,Full-time,23130,5,100.67,Men’s Grooming,3,No,"Premium/luxury, Dermatologist-tested, Cruelty-free, Vegan","Hard to match shades, Delivery issues",4,2,Yes,No,3,226.79047045705863,Monthly,2,2
4,Female,Africa,Bachelor,Full-time,32870,3,70.48,"Make-up, Men’s Grooming, Skincare",5,No,Vegan,"Too many options, Allergies",4,1,No,No,3,40.09,Monthly,5,5
4,Male,North America,High school,Full-time,40305,2,81.23,Tools/Accessories,1,No,"Vegan, Cruelty-free, Premium/luxury, Fragrance-free","Too many options, Hard to match shades, Unsure of quality",4,2,Yes,Yes,3,33.36,Quarterly,4,4
2,Female,Asia-Pacific,Bachelor,Full-time,24123,5,36.51,"Skincare, Men’s Grooming, Make-up",4,No,"Vegan, Dermatologist-tested, Cruelty-free, Fragrance-free","Unsure of quality, Too many options",4,2,Yes,No,3,13.6,Monthly,3,5
5,Female,Africa,Master,Unemployed / Other,30397,1,20.14,"Haircare, Make-up, Fragrance",3,No,"Sustainable packaging, Fragrance-free, Vegan",Allergies,2,2,Yes,Yes,2,15.71,Monthly,3,4
3,Female,Africa,Master,Student,9985,4,32.75,Haircare,1,No,Dermatologist-tested,"Delivery issues, Unsure of quality, Allergies",4,2,No,Yes,3,13.29,Monthly,4,3
5,Female,Africa,High school,Student,24845,4,55.74,"Make-up, Tools/Accessories, Skincare",4,Yes,Vegan,High prices,3,3,Yes,Yes,4,37.14,Pay-per-box,3,5
3,Female,MENA,High school,Unemployed / Other,27994,4,92.18,"Skincare, Haircare, Fragrance",3,Yes,Fragrance-free,"Too many options, High prices",4,3,Yes,Yes,4,35.96,Quarterly,3,3
5,Female,Africa,High school,Full-time,34883,3,41.25,"Haircare, Tools/Accessories",4,Yes,"Sustainable packaging, Dermatologist-tested, Vegan","Too many options, High prices, Hard to match shades",4,4,Yes,Yes,3,24.4,Monthly,4,4
3,Female,Asia-Pacific,Bachelor,Self-employed,15581,2,88.27,"Make-up, Men’s Grooming, Haircare",4,No,"Vegan, Fragrance-free, Sustainable packaging, Cruelty-free","High prices, Unsure of quality",4,1,No,Yes,3,47.01,Pay-per-box,5,2
1,Male,North America,Bachelor,Full-time,11090,5,46.92,Skincare,4,No,Premium/luxury,"Delivery issues, Unsure of quality",3,4,Yes,Yes,3,28.52,Monthly,1,5
5,Female,MENA,Bachelor,Self-employed,18183,1,36.85,"Haircare, Tools/Accessories",4,No,Premium/luxury,"Too many options, Unsure of quality, Delivery issues",2,2,Yes,No,3,15.62,Monthly,3,2
2,Female,Asia-Pacific,High school,Full-time,25921,5,50.57,Haircare,4,No,"Cruelty-free, Dermatologist-tested, Vegan","Hard to match shades, High prices, Allergies",4,2,No,Yes,3,20.65,Monthly,4,5
3,Male,North America,<High school,Unemployed / Other,36935,5,55.95,Make-up,3,Yes,"Premium/luxury, Sustainable packaging","Too many options, Unsure of quality",1,3,Yes,Yes,3,34.21,Monthly,4,4
6,Female,Asia-Pacific,Bachelor,Full-time,14373,2,42.37,"Skincare, Tools/Accessories",4,No,"Fragrance-free, Premium/luxury, Sustainable packaging, Cruelty-free","High prices, Too many options, Allergies",3,2,No,Yes,3,17.55,Monthly,5,2
6,Female,Asia-Pacific,Bachelor,Full-time,27745,2,17.2,"Skincare, Make-up",4,No,Vegan,"Unsure of quality, Too many options, Allergies",4,3,Yes,Yes,3,6.95,Quarterly,4,1
3,Female,North America,High school,Student,23429,5,70.68,Skincare,1,Yes,"Premium/luxury, Cruelty-free, Fragrance-free",Delivery issues,2,3,No,No,3,23.44,Monthly,4,5
4,Female,Asia-Pacific,Bachelor,Full-time,24839,4,52.32,"Make-up, Fragrance",5,No,"Premium/luxury, Cruelty-free, Dermatologist-tested, Fragrance-free",Delivery issues,3,2,No,Yes,3,32.1,Monthly,5,5
3,Female,Asia-Pacific,High school,Student,19817,4,115.58,Fragrance,4,Yes,"Vegan, Fragrance-free, Cruelty-free, Dermatologist-tested","Hard to match shades, Too many options",2,3,No,Yes,3,68.4,Monthly,1,4
3,Prefer not to say,MENA,Master,Full-time,31994,5,78.57,"Haircare, Fragrance, Skincare",5,Yes,"Cruelty-free, Vegan","Unsure of quality, Allergies",4,3,Yes,Yes,4,47.31,Quarterly,1,4
3,Female,North America,Master,Student,25920,3,59.4,"Men’s Grooming, Haircare, Fragrance",5,No,"Premium/luxury, Fragrance-free","Allergies, Delivery issues",4,2,No,No,3,25.21,Quarterly,4,3
4,Female,North America,High school,Full-time,82473,3,109.99,"Men’s Grooming, Fragrance",3,No,Dermatologist-tested,"Unsure of quality, Delivery issues, Too many options",3,2,Yes,Yes,3,46.46,Monthly,3,4
4,Male,Europe,High school,Full-time,17261,4,105.66,Make-up,4,Yes,"Dermatologist-tested, Vegan, Premium/luxury","High prices, Too many options, Allergies",3,3,Yes,No,3,49.37,Monthly,2,4
4,Female,Africa,Bachelor,Full-time,34247,3,114.12,"Men’s Grooming, Skincare, Haircare",3,No,"Vegan, Cruelty-free","Delivery issues, Allergies, High prices",3,3,Yes,Yes,2,40.1,Monthly,3,5
4,Female,North America,High school,Full-time,20286,4,43.5,"Skincare, Tools/Accessories, Fragrance",3,Yes,"Cruelty-free, Sustainable packaging",Too many options,4,3,Yes,Yes,4,22.7,Monthly,4,4
2,Female,Asia-Pacific,Bachelor,Full-time,12835,5,37.6,"Tools/Accessories, Fragrance",5,Yes,Cruelty-free,"Unsure of quality, Hard to match shades",4,3,No,Yes,3,24.32,Monthly,5,5
3,Non-binary / Other,North America,Master,Full-time,21907,4,26.94,"Make-up, Haircare, Men’s Grooming",4,No,"Fragrance-free, Premium/luxury, Cruelty-free",High prices,3,3,Yes,No,3,14.41,Monthly,2,2
2,Female,Europe,Bachelor,Full-time,21233,5,94.63,Fragrance,2,Yes,Fragrance-free,"High prices, Allergies",4,3,No,Yes,3,48.92,Quarterly,4,2
3,Female,LATAM,Master,Full-time,94758,4,29.54,"Haircare, Skincare, Tools/Accessories",4,No,Vegan,"Allergies, Too many options, Hard to match shades",3,3,Yes,Yes,3,16.51,Monthly,3,5
3,Female,Asia-Pacific,Bachelor,Part-time,20088,5,66.14,"Skincare, Fragrance, Haircare",5,Yes,"Sustainable packaging, Fragrance-free, Cruelty-free, Vegan","Allergies, Too many options, Unsure of quality",4,3,No,Yes,3,41.93,Quarterly,4,4
5,Female,North America,High school,Self-employed,13769,4,28.84,"Skincare, Men’s Grooming, Make-up",4,Yes,"Premium/luxury, Cruelty-free, Dermatologist-tested, Sustainable packaging",Allergies,2,4,No,Yes,3,11.19,Quarterly,4,3
3,Female,Europe,Master,Full-time,25248,5,101.76,"Haircare, Make-up, Skincare",4,Yes,"Sustainable packaging, Vegan",Delivery issues,4,4,No,No,3,46.93,Monthly,5,5
2,Female,North America,Bachelor,Part-time,7025,5,74.42,"Skincare, Tools/Accessories, Haircare",4,Yes,Cruelty-free,"Unsure of quality, Hard to match shades, Too many options",3,3,Yes,No,3,34.72,Quarterly,1,4
2,Male,MENA,Bachelor,Student,18932,4,96.15,"Fragrance, Men’s Grooming, Make-up",3,No,Dermatologist-tested,"Delivery issues, Allergies",4,2,Yes,No,3,56.47,Monthly,4,1
4,Female,Asia-Pacific,High school,Full-time,26644,4,62.11,Skincare,3,No,"Sustainable packaging, Vegan, Premium/luxury","High prices, Hard to match shades",3,2,Yes,Yes,3,43.42,Quarterly,2,4
4,Female,North America,High school,Student,39325,5,42.04,"Skincare, Haircare, Men’s Grooming",4,No,Cruelty-free,"Too many options, Unsure of quality, High prices",4,4,Yes,Yes,4,27.39,Monthly,4,3
2,Male,Europe,Doctorate+,Full-time,32255,5,50.37,Men’s Grooming,3,Yes,"Cruelty-free, Vegan, Fragrance-free, Sustainable packaging","Too many options, Allergies, Delivery issues",3,3,Yes,No,4,29.96,Monthly,5,2
2,Male,Europe,High school,Part-time,15411,5,89.7,"Make-up, Haircare, Skincare",4,No,"Cruelty-free, Premium/luxury, Vegan","Delivery issues, Hard to match shades",3,3,Yes,No,3,29.14,Monthly,5,3
4,Female,Africa,Doctorate+,Full-time,24514,4,28.61,"Haircare, Men’s Grooming",4,No,"Sustainable packaging, Premium/luxury, Cruelty-free","Hard to match shades, Allergies, Delivery issues",3,2,Yes,Yes,4,24.05,Monthly,3,4
2,Female,Africa,Doctorate+,Student,13515,5,47.86,Haircare,4,Yes,"Dermatologist-tested, Fragrance-free","High prices, Too many options",3,4,Yes,Yes,4,34.47,Monthly,5,1
5,Female,North America,Master,Student,13784,2,30.31,Men’s Grooming,3,No,Fragrance-free,Delivery issues,4,2,Yes,Yes,4,21.59,Monthly,3,5
4,Prefer not to say,Asia-Pacific,Bachelor,Full-time,30861,5,58.53,"Make-up, Skincare, Tools/Accessories",2,Yes,"Fragrance-free, Vegan, Sustainable packaging","Hard to match shades, High prices, Delivery issues",2,3,Yes,Yes,3,35.25,Monthly,1,4
2,Male,Europe,Bachelor,Full-time,10486,5,78.74,"Men’s Grooming, Tools/Accessories",3,Yes,"Fragrance-free, Dermatologist-tested, Cruelty-free, Premium/luxury","Hard to match shades, Too many options",4,3,Yes,Yes,3,41.21,Pay-per-box,5,3
2,Female,Europe,Master,Unemployed / Other,16112,5,99.7,"Fragrance, Make-up, Tools/Accessories",4,No,"Vegan, Dermatologist-tested","Unsure of quality, Too many options",3,4,Yes,Yes,4,38.39,Monthly,2,4
6,Male,Asia-Pacific,High school,Full-time,10713,0,10.17,Men’s Grooming,3,No,"Fragrance-free, Dermatologist-tested","Unsure of quality, Delivery issues, Allergies",4,1,No,No,2,231.7287600889938,Monthly,1,5
3,Female,Africa,Bachelor,Part-time,28993,5,42.48,Haircare,4,Yes,"Sustainable packaging, Premium/luxury, Fragrance-free, Cruelty-free",Hard to match shades,4,4,Yes,Yes,4,30.02,Monthly,3,4
3,Female,Africa,Bachelor,Unemployed / Other,54215,4,33.51,Haircare,1,No,"Sustainable packaging, Premium/luxury, Cruelty-free, Fragrance-free",Allergies,3,2,Yes,Yes,3,14.84,Monthly,3,3
5,Female,Asia-Pacific,Bachelor,Student,12638,2,43.62,"Fragrance, Skincare, Tools/Accessories",4,No,Sustainable packaging,"Allergies, Unsure of quality, High prices",3,1,Yes,No,2,29.63,Quarterly,1,2
5,Male,Europe,Bachelor,Part-time,9593,3,27.63,Skincare,3,No,"Sustainable packaging, Fragrance-free, Vegan, Premium/luxury",Too many options,2,2,No,Yes,2,19.52,Monthly,5,5
6,Female,Asia-Pacific,Bachelor,Student,16554,0,45.07,"Skincare, Men’s Grooming, Make-up",4,No,"Premium/luxury, Dermatologist-tested, Sustainable packaging, Cruelty-free","Hard to match shades, Too many options",3,0,Yes,No,2,19.23,Quarterly,3,3
4,Male,Europe,Bachelor,Self-employed,26640,5,107.14,"Make-up, Haircare, Fragrance",3,Yes,Cruelty-free,"Allergies, Unsure of quality, Hard to match shades",3,3,Yes,Yes,3,45.47,Monthly,4,1
3,Male,Asia-Pacific,Master,Full-time,24571,5,32.32,"Skincare, Tools/Accessories",3,No,"Fragrance-free, Cruelty-free, Vegan, Dermatologist-tested","High prices, Allergies, Delivery issues",4,2,Yes,Yes,3,16.95,Monthly,3,4
2,Male,Europe,High school,Full-time,15858,5,42.34,"Skincare, Tools/Accessories, Men’s Grooming",5,No,Fragrance-free,"Allergies, Delivery issues, Unsure of quality",3,3,Yes,Yes,3,17.8,Quarterly,4,3
4,Female,Asia-Pacific,Master,Full-time,23908,3,114.29,Men’s Grooming,2,Yes,Premium/luxury,Allergies,2,3,Yes,Yes,3,50.28,Monthly,5,5
3,Female,North America,Bachelor,Unemployed / Other,26469,5,65.64,Make-up,4,Yes,"Sustainable packaging, Fragrance-free, Cruelty-free, Vegan",Delivery issues,2,4,No,Yes,3,37.92,Monthly,5,5
3,Female,North America,Master,Student,37057,3,39.36,"Skincare, Make-up",5,No,Premium/luxury,"Unsure of quality, High prices",2,1,Yes,Yes,3,21.61,Monthly,5,4
5,Female,Africa,Bachelor,Full-time,9115,2,178.53,Fragrance,4,No,"Dermatologist-tested, Sustainable packaging, Vegan, Cruelty-free",Hard to match shades,3,3,Yes,Yes,3,103.68,Monthly,3,5
2,Female,North America,Master,Self-employed,16484,5,53.08,"Men’s Grooming, Tools/Accessories, Fragrance",5,No,"Vegan, Fragrance-free","Too many options, High prices",4,4,Yes,Yes,4,30.38,Monthly,5,4
3,Male,MENA,<High school,Full-time,24511,4,72.96,"Skincare, Make-up",2,No,"Vegan, Dermatologist-tested","High prices, Hard to match shades, Delivery issues",3,2,Yes,Yes,3,44.6,Monthly,3,5
1,Female,North America,Master,Full-time,9743,5,42.69,"Fragrance, Tools/Accessories, Haircare",3,Yes,"Premium/luxury, Cruelty-free, Fragrance-free","Unsure of quality, Delivery issues, Too many options",4,4,No,Yes,4,34.09,Monthly,1,4
3,Female,North America,<High school,Part-time,52343,5,42.2,"Men’s Grooming, Make-up",3,No,"Premium/luxury, Fragrance-free, Vegan",Unsure of quality,4,2,No,Yes,3,25.46,Quarterly,5,1
2,Female,North America,Master,Full-time,14428,5,79.64,"Haircare, Skincare, Tools/Accessories",1,No,"Vegan, Fragrance-free, Dermatologist-tested","Allergies, Delivery issues, Too many options",3,4,No,Yes,3,38.93,Pay-per-box,2,5
2,Female,North America,Doctorate+,Self-employed,19418,5,130.02,Men’s Grooming,3,No,"Dermatologist-tested, Sustainable packaging, Cruelty-free, Fragrance-free","Allergies, Unsure of quality",3,3,Yes,Yes,3,44.65,Quarterly,1,5
2,Female,LATAM,High school,Full-time,26177,5,49.65,"Fragrance, Skincare",3,No,Premium/luxury,"Hard to match shades, Allergies",3,4,Yes,Yes,4,26.79,Quarterly,5,5
4,Female,Europe,High school,Self-employed,19666,5,39.58,"Fragrance, Men’s Grooming, Skincare",4,No,"Premium/luxury, Vegan","Allergies, Unsure of quality, Too many options",3,3,No,Yes,3,19.79,Quarterly,5,5
4,Male,Africa,Master,Part-time,10498,3,83.28,"Men’s Grooming, Make-up",5,No,Sustainable packaging,"Delivery issues, Allergies",4,1,Yes,Yes,3,46.31,Pay-per-box,2,4
3,Female,Asia-Pacific,High school,Full-time,17777,5,49.42,"Tools/Accessories, Fragrance, Skincare",1,No,"Vegan, Cruelty-free, Fragrance-free, Sustainable packaging",Allergies,3,3,Yes,Yes,3,28.79,Monthly,5,3
6,Prefer not to say,Europe,Master,Unemployed / Other,29483,3,61.16,"Skincare, Men’s Grooming",3,No,"Vegan, Dermatologist-tested, Fragrance-free",High prices,3,3,Yes,No,4,34.51,Monthly,5,3
3,Male,Asia-Pacific,High school,Part-time,18611,3,38.69,Haircare,3,No,"Vegan, Sustainable packaging, Premium/luxury","Allergies, High prices",2,1,Yes,Yes,3,20.73,Monthly,5,2
3,Female,MENA,High school,Full-time,14425,5,51.74,"Haircare, Men’s Grooming",3,Yes,"Fragrance-free, Premium/luxury, Dermatologist-tested",Hard to match shades,4,4,Yes,Yes,3,22.64,Monthly,4,3
5,Male,Asia-Pacific,Doctorate+,Full-time,38489,5,42.88,"Tools/Accessories, Haircare, Skincare",4,Yes,"Sustainable packaging, Cruelty-free","Hard to match shades, Delivery issues",2,4,Yes,Yes,4,18.07,Monthly,4,4
2,Female,Europe,Bachelor,Self-employed,16801,5,80.78,"Skincare, Men’s Grooming",3,No,"Cruelty-free, Fragrance-free, Premium/luxury","Too many options, Delivery issues, Unsure of quality",3,2,Yes,Yes,3,49.71,Monthly,5,4
6,Male,Europe,Master,Full-time,13653,1,51.34,Men’s Grooming,1,No,"Premium/luxury, Dermatologist-tested, Vegan",Allergies,2,1,No,Yes,2,29.08,Monthly,4,3
1,Female,LATAM,Bachelor,Full-time,16614,5,70.34,"Tools/Accessories, Fragrance",4,No,Premium/luxury,"Delivery issues, Allergies",4,4,No,No,3,45.89,Pay-per-box,4,4
6,Male,Africa,Bachelor,Full-time,25906,0,20.11,"Men’s Grooming, Fragrance",5,No,"Cruelty-free, Fragrance-free","Unsure of quality, Allergies, Delivery issues",2,1,Yes,No,2,12.42,Pay-per-box,4,3
1,Male,LATAM,Bachelor,Full-time,50725,5,70.33,Make-up,4,Yes,"Vegan, Sustainable packaging","High prices, Allergies",4,4,No,No,4,33.52,Quarterly,4,4
5,Male,Europe,Bachelor,Student,36641,4,135.3,"Fragrance, Make-up",4,Yes,"Fragrance-free, Sustainable packaging, Vegan",Too many options,2,3,Yes,Yes,4,48.22,Monthly,5,5
3,Male,Asia-Pacific,Bachelor,Full-time,39336,5,40.65,"Tools/Accessories, Make-up, Haircare",2,No,"Vegan, Dermatologist-tested","Unsure of quality, High prices",4,2,No,Yes,4,22.72,Pay-per-box,3,4
6,Female,MENA,Bachelor,Full-time,13682,1,23.0,Fragrance,2,No,Dermatologist-tested,"Hard to match shades, Unsure of quality, Delivery issues",2,1,Yes,Yes,2,18.39,Pay-per-box,2,2
2,Female,MENA,Bachelor,Full-time,11869,5,43.75,Men’s Grooming,2,Yes,"Premium/luxury, Sustainable packaging, Fragrance-free","Too many options, Hard to match shades",3,4,Yes,No,4,30.32,Pay-per-box,5,4
3,Female,North America,High school,Full-time,22723,5,62.94,"Skincare, Tools/Accessories, Men’s Grooming",3,No,"Sustainable packaging, Fragrance-free, Premium/luxury, Dermatologist-tested","Unsure of quality, Hard to match shades",3,4,Yes,Yes,4,29.53,Quarterly,3,5
6,Female,Asia-Pacific,Master,Unemployed / Other,18591,4,33.66,"Make-up, Fragrance",5,Yes,"Vegan, Cruelty-free, Sustainable packaging","Too many options, Hard to match shades",2,4,Yes,Yes,5,22.14,Monthly,4,4
3,Female,North America,High school,Full-time,12845,3,64.76,"Haircare, Fragrance",4,No,"Fragrance-free, Dermatologist-tested, Premium/luxury, Cruelty-free","Hard to match shades, Allergies, Delivery issues",4,2,Yes,Yes,3,31.86,Monthly,2,5
4,Female,Europe,Bachelor,Unemployed / Other,24213,5,31.56,Skincare,2,Yes,"Dermatologist-tested, Vegan, Cruelty-free","Hard to match shades, Allergies",3,4,No,Yes,3,13.53,Pay-per-box,4,2
4,Non-binary / Other,LATAM,High school,Full-time,32272,4,81.3,"Haircare, Skincare, Tools/Accessories",3,No,"Cruelty-free, Dermatologist-tested, Premium/luxury","Hard to match shades, Allergies, Unsure of quality",4,2,Yes,Yes,4,41.05,Monthly,5,3
3,Female,North America,Bachelor,Full-time,26375,5,70.24,Haircare,3,No,"Premium/luxury, Vegan, Sustainable packaging",Delivery issues,1,3,Yes,Yes,4,47.91,Monthly,4,3
4,Male,North America,Master,Self-employed,34011,4,133.45,"Skincare, Haircare, Tools/Accessories",4,No,Premium/luxury,High prices,4,3,Yes,Yes,5,53.3,Monthly,3,5
3,Female,North America,High school,Full-time,25475,2,25.56,Fragrance,3,No,"Sustainable packaging, Vegan, Cruelty-free",Too many options,3,0,Yes,Yes,3,17.32,Monthly,5,4
5,Male,Africa,High school,Student,18803,2,80.58,Fragrance,3,No,"Fragrance-free, Premium/luxury, Cruelty-free, Sustainable packaging","High prices, Allergies, Delivery issues",4,3,Yes,Yes,3,44.36,Pay-per-box,3,2
1,Male,MENA,High school,Unemployed / Other,11924,5,56.75,"Make-up, Men’s Grooming",4,No,"Sustainable packaging, Fragrance-free, Dermatologist-tested, Cruelty-free",Too many options,4,4,Yes,Yes,4,40.52,Monthly,3,3
3,Female,Europe,Bachelor,Full-time,12094,5,52.11,"Tools/Accessories, Skincare, Men’s Grooming",2,No,"Vegan, Cruelty-free","High prices, Too many options",4,4,Yes,Yes,4,32.23,Monthly,4,4
6,Female,LATAM,Master,Full-time,43012,2,25.8,"Haircare, Fragrance",1,No,"Premium/luxury, Vegan, Cruelty-free, Dermatologist-tested","Delivery issues, Unsure of quality, Hard to match shades",3,4,Yes,Yes,3,12.98,Pay-per-box,5,5
5,Male,LATAM,<High school,Student,24392,3,39.25,"Make-up, Men’s Grooming",1,Yes,Premium/luxury,"Allergies, Hard to match shades, Unsure of quality",3,3,Yes,No,3,27.7,Monthly,1,4
3,Female,Europe,Master,Full-time,19684,3,39.89,"Tools/Accessories, Make-up, Fragrance",3,No,"Vegan, Sustainable packaging, Premium/luxury, Cruelty-free","Allergies, High prices, Too many options",3,2,Yes,Yes,4,28.48,Pay-per-box,4,3
4,Female,Asia-Pacific,Bachelor,Full-time,16612,4,29.04,"Men’s Grooming, Fragrance, Haircare",1,Yes,"Cruelty-free, Fragrance-free","Allergies, High prices",3,4,Yes,Yes,3,24.26,Monthly,3,4
3,Female,Asia-Pacific,Bachelor,Full-time,95590,3,63.36,Skincare,3,No,"Dermatologist-tested, Premium/luxury, Fragrance-free, Cruelty-free",Unsure of quality,3,2,No,Yes,3,38.52,Quarterly,1,3
2,Female,Asia-Pacific,Master,Full-time,11590,5,65.07,"Fragrance, Make-up",4,Yes,Cruelty-free,"Hard to match shades, Unsure of quality",4,3,Yes,Yes,4,38.96,Monthly,5,4
3,Female,North America,Bachelor,Student,17775,5,77.47,"Tools/Accessories, Haircare",4,Yes,Sustainable packaging,"High prices, Delivery issues",4,4,No,No,3,33.03,Monthly,4,4
3,Female,LATAM,Bachelor,Full-time,27117,5,588.2559264606382,"Skincare, Fragrance, Haircare",4,Yes,"Cruelty-free, Vegan","Allergies, Unsure of quality",3,3,No,Yes,3,208.36,Monthly,5,4
